# Residuals   
# Time        	p             	Ux            	Uy            
0             	N/A	N/A
2665          	3.615111e-05	2.615862e-06	3.622751e-06
2666          	3.564111e-05	2.608090e-06	3.599833e-06
2667          	3.510176e-05	2.609912e-06	3.606368e-06
2668          	3.540343e-05	2.610434e-06	3.621112e-06
2669          	3.500201e-05	2.615209e-06	3.644882e-06
2670          	3.476289e-05	2.613764e-06	3.631929e-06
2671          	3.531823e-05	2.608776e-06	3.631587e-06
2672          	3.527421e-05	2.601673e-06	3.597294e-06
2673          	3.583694e-05	2.602279e-06	3.617261e-06
2674          	3.488671e-05	2.603917e-06	3.618311e-06
2675          	3.457573e-05	2.603224e-06	3.638306e-06
2676          	3.514123e-05	2.605477e-06	3.667755e-06
2677          	3.401832e-05	2.604845e-06	3.632007e-06
2678          	3.390695e-05	2.603203e-06	3.603289e-06
2679          	3.375651e-05	2.598842e-06	3.586917e-06
2680          	3.394134e-05	2.602073e-06	3.603463e-06
2681          	3.465392e-05	2.606642e-06	3.640629e-06
2682          	3.692199e-05	2.601603e-06	3.639420e-06
2683          	3.741745e-05	2.596481e-06	3.631650e-06
2684          	3.574216e-05	2.601326e-06	3.646706e-06
2685          	3.580716e-05	2.597436e-06	3.623959e-06
2686          	3.437040e-05	2.598613e-06	3.620440e-06
2687          	3.426214e-05	2.603631e-06	3.626189e-06
2688          	3.479685e-05	2.602594e-06	3.612081e-06
2689          	3.463730e-05	2.601105e-06	3.599333e-06
2690          	3.509641e-05	2.601084e-06	3.608310e-06
2691          	3.727703e-05	2.597587e-06	3.616267e-06
2692          	3.815350e-05	2.595425e-06	3.627464e-06
2693          	3.593086e-05	2.601912e-06	3.641233e-06
2694          	3.570834e-05	2.597355e-06	3.620053e-06
2695          	3.490681e-05	2.598174e-06	3.628028e-06
2696          	3.459379e-05	2.594604e-06	3.615310e-06
2697          	3.463451e-05	2.593355e-06	3.596357e-06
2698          	3.398188e-05	2.593854e-06	3.587165e-06
2699          	3.400333e-05	2.594941e-06	3.586677e-06
2700          	3.455457e-05	2.595497e-06	3.592191e-06
2701          	3.553295e-05	2.597664e-06	3.628223e-06
2702          	3.699659e-05	2.592873e-06	3.628250e-06
2703          	3.744019e-05	2.588759e-06	3.620894e-06
2704          	3.614280e-05	2.593699e-06	3.632617e-06
2705          	3.566875e-05	2.591222e-06	3.620070e-06
2706          	3.460227e-05	2.591680e-06	3.615140e-06
2707          	3.433000e-05	2.596374e-06	3.625209e-06
2708          	3.480301e-05	2.590773e-06	3.598074e-06
2709          	3.452503e-05	2.588698e-06	3.584830e-06
2710          	3.409986e-05	2.586888e-06	3.572034e-06
2711          	3.447347e-05	2.590606e-06	3.607141e-06
2712          	3.479453e-05	2.588821e-06	3.596210e-06
2713          	3.528649e-05	2.587660e-06	3.620170e-06
2714          	3.425484e-05	2.586659e-06	3.596989e-06
2715          	3.437438e-05	2.587689e-06	3.595494e-06
2716          	3.452867e-05	2.587462e-06	3.599481e-06
2717          	3.438400e-05	2.591455e-06	3.613105e-06
2718          	3.430801e-05	2.589639e-06	3.602426e-06
2719          	3.495966e-05	2.583752e-06	3.609417e-06
2720          	3.751641e-05	2.577979e-06	3.618075e-06
2721          	3.800948e-05	2.577812e-06	3.623239e-06
2722          	3.581728e-05	2.582983e-06	3.633584e-06
2723          	3.569849e-05	2.580453e-06	3.614783e-06
2724          	3.493571e-05	2.582099e-06	3.624737e-06
2725          	3.495070e-05	2.583945e-06	3.619889e-06
2726          	3.441285e-05	2.581899e-06	3.591815e-06
2727          	3.438077e-05	2.579664e-06	3.575674e-06
2728          	3.463859e-05	2.577558e-06	3.572073e-06
2729          	3.543671e-05	2.582286e-06	3.601029e-06
2730          	3.706361e-05	2.580506e-06	3.617058e-06
2731          	3.753550e-05	2.576598e-06	3.618239e-06
2732          	3.587427e-05	2.581187e-06	3.626278e-06
2733          	3.570084e-05	2.575260e-06	3.610395e-06
2734          	3.462541e-05	2.575651e-06	3.601086e-06
2735          	3.447748e-05	2.575383e-06	3.590948e-06
2736          	3.479920e-05	2.574934e-06	3.582507e-06
2737          	3.505589e-05	2.579974e-06	3.595486e-06
2738          	3.687747e-05	2.576525e-06	3.592333e-06
2739          	3.729776e-05	2.572302e-06	3.593639e-06
2740          	3.562946e-05	2.576646e-06	3.612232e-06
2741          	3.588437e-05	2.580866e-06	3.613481e-06
2742          	3.420611e-05	2.580748e-06	3.601749e-06
2743          	3.423528e-05	2.580076e-06	3.601863e-06
2744          	3.492929e-05	2.572327e-06	3.579822e-06
2745          	3.528363e-05	2.569844e-06	3.590542e-06
2746          	3.698566e-05	2.566691e-06	3.589698e-06
2747          	3.729482e-05	2.565789e-06	3.593117e-06
2748          	3.724586e-05	2.568270e-06	3.601949e-06
2749          	3.656192e-05	2.569120e-06	3.604556e-06
2750          	3.537582e-05	2.567026e-06	3.592863e-06
2751          	3.447763e-05	2.564791e-06	3.586170e-06
2752          	3.475511e-05	2.565144e-06	3.577048e-06
2753          	3.434569e-05	2.571167e-06	3.577077e-06
2754          	3.407350e-05	2.570811e-06	3.566702e-06
2755          	3.514757e-05	2.569489e-06	3.577095e-06
2756          	3.751962e-05	2.565747e-06	3.590705e-06
2757          	3.794911e-05	2.563710e-06	3.595789e-06
2758          	3.571961e-05	2.567886e-06	3.601437e-06
2759          	3.559891e-05	2.562232e-06	3.583192e-06
2760          	3.507676e-05	2.566956e-06	3.609113e-06
2761          	3.446984e-05	2.565778e-06	3.595346e-06
2762          	3.422432e-05	2.561908e-06	3.561269e-06
2763          	3.381308e-05	2.561224e-06	3.555385e-06
2764          	3.407038e-05	2.561322e-06	3.556035e-06
2765          	3.487307e-05	2.562616e-06	3.583364e-06
2766          	3.664946e-05	2.558617e-06	3.591640e-06
2767          	3.714792e-05	2.554514e-06	3.591052e-06
2768          	3.561855e-05	2.559612e-06	3.607008e-06
2769          	3.578459e-05	2.564980e-06	3.597053e-06
2770          	3.417972e-05	2.564001e-06	3.587393e-06
2771          	3.421807e-05	2.562582e-06	3.594323e-06
2772          	3.489837e-05	2.556679e-06	3.570095e-06
2773          	3.533600e-05	2.556888e-06	3.575445e-06
2774          	3.708156e-05	2.555203e-06	3.568084e-06
2775          	3.728571e-05	2.553715e-06	3.569046e-06
2776          	3.575291e-05	2.558103e-06	3.594612e-06
2777          	3.575265e-05	2.561472e-06	3.599150e-06
2778          	3.408693e-05	2.561514e-06	3.590282e-06
2779          	3.404008e-05	2.557268e-06	3.579018e-06
2780          	3.471973e-05	2.551102e-06	3.556827e-06
2781          	3.447656e-05	2.549933e-06	3.540513e-06
2782          	3.498908e-05	2.550989e-06	3.559094e-06
2783          	3.461583e-05	2.549193e-06	3.544783e-06
2784          	3.455680e-05	2.554926e-06	3.560006e-06
2785          	3.445260e-05	2.553612e-06	3.566985e-06
2786          	3.383047e-05	2.551974e-06	3.576034e-06
2787          	3.373703e-05	2.546875e-06	3.557901e-06
2788          	3.463241e-05	2.546533e-06	3.580032e-06
2789          	3.685259e-05	2.546316e-06	3.586127e-06
2790          	3.428566e-05	2.547481e-06	3.566309e-06
2791          	3.458292e-05	2.544651e-06	3.574011e-06
2792          	3.428670e-05	2.544308e-06	3.579461e-06
2793          	3.369588e-05	2.547757e-06	3.581662e-06
2794          	3.356580e-05	2.546456e-06	3.561947e-06
2795          	3.346184e-05	2.540672e-06	3.537555e-06
2796          	3.439046e-05	2.539977e-06	3.558986e-06
2797          	3.425672e-05	2.538234e-06	3.545375e-06
2798          	3.437187e-05	2.536739e-06	3.558139e-06
2799          	3.377233e-05	2.541013e-06	3.556555e-06
2800          	3.411922e-05	2.543966e-06	3.562216e-06
2801          	3.375621e-05	2.543106e-06	3.562453e-06
2802          	3.340322e-05	2.541957e-06	3.560497e-06
2803          	3.389618e-05	2.541601e-06	3.568545e-06
2804          	3.646316e-05	2.537786e-06	3.567271e-06
2805          	3.433613e-05	2.538892e-06	3.555373e-06
2806          	3.421218e-05	2.544934e-06	3.557645e-06
2807          	3.396804e-05	2.540222e-06	3.556906e-06
2808          	3.323657e-05	2.544583e-06	3.592379e-06
2809          	3.429595e-05	2.540301e-06	3.597940e-06
2810          	3.362916e-05	2.528397e-06	3.534047e-06
2811          	3.267422e-05	2.530306e-06	3.533271e-06
2812          	3.350416e-05	2.532065e-06	3.534701e-06
2813          	3.270529e-05	2.533542e-06	3.575028e-06
2814          	3.228230e-05	2.535271e-06	3.561145e-06
2815          	3.250329e-05	2.527905e-06	3.564405e-06
2816          	3.212258e-05	2.525854e-06	3.538487e-06
2817          	3.244086e-05	2.528457e-06	3.537391e-06
2818          	3.227475e-05	2.527237e-06	3.522820e-06
2819          	3.204357e-05	2.530438e-06	3.542384e-06
2820          	3.264073e-05	2.530061e-06	3.555553e-06
2821          	3.331775e-05	2.527048e-06	3.569033e-06
2822          	3.525507e-05	2.520194e-06	3.560778e-06
2823          	3.338289e-05	2.521254e-06	3.541180e-06
2824          	3.423739e-05	2.525231e-06	3.548729e-06
2825          	3.303795e-05	2.522834e-06	3.561180e-06
2826          	3.244724e-05	2.524759e-06	3.558724e-06
2827          	3.261880e-05	2.524409e-06	3.563244e-06
2828          	3.400091e-05	2.520785e-06	3.567187e-06
2829          	3.247856e-05	2.521067e-06	3.542625e-06
2830          	3.262462e-05	2.523040e-06	3.530280e-06
2831          	3.249963e-05	2.519916e-06	3.524555e-06
2832          	3.256181e-05	2.524210e-06	3.555416e-06
2833          	3.282098e-05	2.522749e-06	3.547398e-06
2834          	3.250104e-05	2.516179e-06	3.515321e-06
2835          	3.353001e-05	2.515740e-06	3.530640e-06
2836          	3.331298e-05	2.512931e-06	3.518271e-06
2837          	3.305192e-05	2.519810e-06	3.531944e-06
2838          	3.294997e-05	2.520056e-06	3.532331e-06
2839          	3.256376e-05	2.520286e-06	3.545249e-06
2840          	3.298317e-05	2.518045e-06	3.550615e-06
2841          	3.324661e-05	2.514047e-06	3.555070e-06
2842          	3.529716e-05	2.507592e-06	3.540537e-06
2843          	3.335658e-05	2.508889e-06	3.524487e-06
2844          	3.405529e-05	2.513820e-06	3.536847e-06
2845          	3.325106e-05	2.511598e-06	3.550320e-06
2846          	3.234225e-05	2.513616e-06	3.552264e-06
2847          	3.255658e-05	2.511386e-06	3.550346e-06
2848          	3.380787e-05	2.506643e-06	3.550346e-06
2849          	3.216575e-05	2.507262e-06	3.528312e-06
2850          	3.211175e-05	2.502380e-06	3.519182e-06
2851          	3.175700e-05	2.502219e-06	3.515043e-06
2852          	3.217155e-05	2.507703e-06	3.526523e-06
2853          	3.224461e-05	2.508855e-06	3.526007e-06
2854          	3.194592e-05	2.505990e-06	3.509670e-06
2855          	3.203499e-05	2.500902e-06	3.488864e-06
2856          	3.236677e-05	2.500020e-06	3.488534e-06
2857          	3.226581e-05	2.503735e-06	3.498139e-06
2858          	3.212278e-05	2.506482e-06	3.507111e-06
2859          	3.207654e-05	2.505962e-06	3.517139e-06
2860          	3.230483e-05	2.502361e-06	3.516958e-06
2861          	3.214267e-05	2.499781e-06	3.506884e-06
2862          	3.250700e-05	2.496104e-06	3.528914e-06
2863          	3.441039e-05	2.490677e-06	3.534100e-06
2864          	3.273970e-05	2.496170e-06	3.518914e-06
2865          	3.294254e-05	2.494093e-06	3.535126e-06
2866          	3.227616e-05	2.493865e-06	3.519283e-06
2867          	3.177891e-05	2.496466e-06	3.530308e-06
2868          	3.205097e-05	2.491802e-06	3.508391e-06
2869          	3.191331e-05	2.492896e-06	3.497529e-06
2870          	3.158583e-05	2.492301e-06	3.486033e-06
2871          	3.148288e-05	2.493086e-06	3.487806e-06
2872          	3.240502e-05	2.495705e-06	3.525218e-06
2873          	3.436831e-05	2.494407e-06	3.534252e-06
2874          	3.209138e-05	2.493117e-06	3.501608e-06
2875          	3.236704e-05	2.491583e-06	3.504705e-06
2876          	3.258419e-05	2.489012e-06	3.508229e-06
2877          	3.233637e-05	2.491528e-06	3.512350e-06
2878          	3.216432e-05	2.491887e-06	3.502125e-06
2879          	3.236069e-05	2.488882e-06	3.509581e-06
2880          	3.467861e-05	2.483361e-06	3.508538e-06
2881          	3.274849e-05	2.485004e-06	3.497906e-06
2882          	3.272900e-05	2.490839e-06	3.505676e-06
2883          	3.255440e-05	2.489089e-06	3.494567e-06
2884          	3.210666e-05	2.490862e-06	3.524478e-06
2885          	3.283895e-05	2.488949e-06	3.538188e-06
2886          	3.238124e-05	2.480735e-06	3.485151e-06
2887          	3.183047e-05	2.482180e-06	3.477602e-06
2888          	3.232120e-05	2.481851e-06	3.469612e-06
2889          	3.180902e-05	2.484487e-06	3.513434e-06
2890          	3.164251e-05	2.484430e-06	3.500074e-06
2891          	3.155744e-05	2.481232e-06	3.479189e-06
2892          	3.169298e-05	2.478136e-06	3.473583e-06
2893          	3.140101e-05	2.477694e-06	3.476891e-06
2894          	3.174329e-05	2.476795e-06	3.507594e-06
2895          	3.151570e-05	2.473068e-06	3.476150e-06
2896          	3.151436e-05	2.475553e-06	3.479986e-06
2897          	3.180834e-05	2.476357e-06	3.478817e-06
2898          	3.128030e-05	2.475843e-06	3.478095e-06
2899          	3.124643e-05	2.475328e-06	3.490419e-06
2900          	3.192306e-05	2.470877e-06	3.510088e-06
2901          	3.374361e-05	2.467588e-06	3.505437e-06
2902          	3.184178e-05	2.471448e-06	3.481205e-06
2903          	3.207942e-05	2.466350e-06	3.492820e-06
2904          	3.205650e-05	2.464830e-06	3.489876e-06
2905          	3.145950e-05	2.469464e-06	3.501637e-06
2906          	3.120358e-05	2.468841e-06	3.474031e-06
2907          	3.130913e-05	2.469145e-06	3.461355e-06
2908          	3.162934e-05	2.468053e-06	3.460974e-06
2909          	3.154548e-05	2.468892e-06	3.464752e-06
2910          	3.143620e-05	2.467622e-06	3.461714e-06
2911          	3.236847e-05	2.467257e-06	3.482714e-06
2912          	3.228268e-05	2.461968e-06	3.464438e-06
2913          	3.267958e-05	2.463317e-06	3.479735e-06
2914          	3.311869e-05	2.460562e-06	3.493104e-06
2915          	3.293868e-05	2.458674e-06	3.495374e-06
2916          	3.301605e-05	2.457498e-06	3.492977e-06
2917          	3.205671e-05	2.459960e-06	3.479037e-06
2918          	3.207565e-05	2.459748e-06	3.457213e-06
2919          	3.170595e-05	2.458045e-06	3.454579e-06
2920          	3.191789e-05	2.462726e-06	3.466178e-06
2921          	3.268932e-05	2.464222e-06	3.474919e-06
2922          	3.472307e-05	2.457654e-06	3.467023e-06
2923          	3.293403e-05	2.454683e-06	3.458605e-06
2924          	3.343756e-05	2.459913e-06	3.468214e-06
2925          	3.244246e-05	2.459102e-06	3.475427e-06
2926          	3.168610e-05	2.462527e-06	3.470862e-06
2927          	3.184750e-05	2.459110e-06	3.471917e-06
2928          	3.308603e-05	2.452796e-06	3.475438e-06
2929          	3.164768e-05	2.452173e-06	3.449184e-06
2930          	3.163817e-05	2.454939e-06	3.439480e-06
2931          	3.142449e-05	2.453576e-06	3.439835e-06
2932          	3.158654e-05	2.457614e-06	3.470001e-06
2933          	3.186848e-05	2.455281e-06	3.461022e-06
2934          	3.157032e-05	2.448639e-06	3.431584e-06
2935          	3.130648e-05	2.446032e-06	3.415433e-06
2936          	3.162010e-05	2.447762e-06	3.422979e-06
2937          	3.155823e-05	2.449700e-06	3.437757e-06
2938          	3.139533e-05	2.450619e-06	3.446706e-06
2939          	3.138619e-05	2.448076e-06	3.448608e-06
2940          	3.153581e-05	2.443350e-06	3.446514e-06
2941          	3.194826e-05	2.446060e-06	3.464156e-06
2942          	3.353281e-05	2.444529e-06	3.461385e-06
2943          	3.170262e-05	2.445827e-06	3.441810e-06
2944          	3.212810e-05	2.443291e-06	3.466447e-06
2945          	3.177317e-05	2.441806e-06	3.464716e-06
2946          	3.127464e-05	2.443564e-06	3.455221e-06
2947          	3.128132e-05	2.442203e-06	3.439534e-06
2948          	3.148654e-05	2.439926e-06	3.429447e-06
2949          	3.198166e-05	2.438748e-06	3.442981e-06
2950          	3.365484e-05	2.434470e-06	3.443920e-06
2951          	3.221586e-05	2.437563e-06	3.438405e-06
2952          	3.240505e-05	2.437439e-06	3.465763e-06
2953          	3.195406e-05	2.436909e-06	3.451245e-06
2954          	3.140719e-05	2.438690e-06	3.452530e-06
2955          	3.118036e-05	2.432623e-06	3.420909e-06
2956          	3.143006e-05	2.432170e-06	3.415662e-06
2957          	3.131256e-05	2.432381e-06	3.411652e-06
2958          	3.099590e-05	2.434468e-06	3.415983e-06
2959          	3.142529e-05	2.436602e-06	3.449377e-06
2960          	3.368117e-05	2.433469e-06	3.459344e-06
2961          	3.157360e-05	2.433639e-06	3.430583e-06
2962          	3.174993e-05	2.438467e-06	3.426583e-06
2963          	3.101510e-05	2.426849e-06	3.440111e-06
2964          	3.088611e-05	2.430079e-06	3.447408e-06
2965          	3.100392e-05	2.427941e-06	3.458372e-06
2966          	3.044491e-05	2.424942e-06	3.413386e-06
2967          	3.036610e-05	2.425645e-06	3.399389e-06
2968          	3.078142e-05	2.422385e-06	3.399387e-06
2969          	3.058404e-05	2.426436e-06	3.419549e-06
2970          	3.054460e-05	2.427912e-06	3.425152e-06
2971          	3.064155e-05	2.424920e-06	3.413332e-06
2972          	3.073423e-05	2.421126e-06	3.402203e-06
2973          	3.060185e-05	2.421034e-06	3.402615e-06
2974          	3.053357e-05	2.420102e-06	3.399053e-06
2975          	3.056161e-05	2.421228e-06	3.402240e-06
2976          	3.079226e-05	2.421065e-06	3.416837e-06
2977          	3.115788e-05	2.417712e-06	3.449821e-06
2978          	3.298676e-05	2.410641e-06	3.445288e-06
2979          	3.092292e-05	2.413749e-06	3.416311e-06
2980          	3.157918e-05	2.409747e-06	3.430089e-06
2981          	3.119230e-05	2.410635e-06	3.424617e-06
2982          	3.041581e-05	2.414672e-06	3.435059e-06
2983          	3.123047e-05	2.414590e-06	3.438685e-06
2984          	3.041068e-05	2.410343e-06	3.409583e-06
2985          	3.057745e-05	2.413352e-06	3.400194e-06
2986          	3.040912e-05	2.410609e-06	3.388183e-06
2987          	3.005558e-05	2.414696e-06	3.405890e-06
2988          	3.070467e-05	2.413492e-06	3.408547e-06
2989          	3.051258e-05	2.409523e-06	3.395266e-06
2990          	3.023472e-05	2.406966e-06	3.383527e-06
2991          	3.034674e-05	2.406861e-06	3.381959e-06
2992          	3.060514e-05	2.408167e-06	3.396998e-06
2993          	3.051729e-05	2.408813e-06	3.401666e-06
2994          	3.039672e-05	2.407025e-06	3.398778e-06
2995          	3.035134e-05	2.403803e-06	3.397323e-06
2996          	3.103162e-05	2.399879e-06	3.425569e-06
2997          	3.287161e-05	2.396351e-06	3.429455e-06
2998          	3.294156e-05	2.394218e-06	3.430476e-06
2999          	3.275240e-05	2.395794e-06	3.430177e-06
3000          	3.215457e-05	2.399860e-06	3.427427e-06
3001          	3.145444e-05	2.401036e-06	3.410587e-06
3002          	3.068520e-05	2.396933e-06	3.405991e-06
3003          	3.099309e-05	2.397691e-06	3.396823e-06
3004          	3.105289e-05	2.397743e-06	3.384628e-06
3005          	3.082891e-05	2.399421e-06	3.381368e-06
3006          	3.067415e-05	2.398027e-06	3.374338e-06
3007          	3.081491e-05	2.397249e-06	3.377890e-06
3008          	3.102720e-05	2.396900e-06	3.385584e-06
3009          	3.087378e-05	2.397515e-06	3.385602e-06
3010          	3.070111e-05	2.394743e-06	3.377153e-06
3011          	3.063177e-05	2.392423e-06	3.373218e-06
3012          	3.083937e-05	2.390852e-06	3.373210e-06
3013          	3.065436e-05	2.391056e-06	3.376827e-06
3014          	3.043704e-05	2.390338e-06	3.378856e-06
3015          	3.039730e-05	2.388993e-06	3.376926e-06
3016          	3.051217e-05	2.387551e-06	3.381475e-06
3017          	3.072550e-05	2.386460e-06	3.421314e-06
3018          	3.019371e-05	2.381358e-06	3.383974e-06
3019          	3.008411e-05	2.385168e-06	3.373214e-06
3020          	3.060119e-05	2.383976e-06	3.372317e-06
3021          	3.019438e-05	2.384185e-06	3.386253e-06
3022          	3.006082e-05	2.385432e-06	3.389739e-06
3023          	3.020298e-05	2.383144e-06	3.374901e-06
3024          	3.017116e-05	2.379711e-06	3.367682e-06
3025          	3.084465e-05	2.381691e-06	3.393546e-06
3026          	3.026040e-05	2.376844e-06	3.365048e-06
3027          	3.011277e-05	2.381076e-06	3.368669e-06
3028          	3.065925e-05	2.380083e-06	3.375923e-06
3029          	3.034677e-05	2.379934e-06	3.385000e-06
3030          	3.025572e-05	2.380847e-06	3.387512e-06
3031          	3.056726e-05	2.381419e-06	3.396956e-06
3032          	3.075776e-05	2.374414e-06	3.362283e-06
3033          	3.119680e-05	2.375190e-06	3.371622e-06
3034          	3.180355e-05	2.370659e-06	3.388502e-06
3035          	3.161524e-05	2.370264e-06	3.397926e-06
3036          	3.106414e-05	2.374288e-06	3.394150e-06
3037          	3.121755e-05	2.375911e-06	3.377664e-06
3038          	3.016202e-05	2.369909e-06	3.369301e-06
3039          	3.078725e-05	2.374590e-06	3.377266e-06
3040          	3.103968e-05	2.372790e-06	3.354323e-06
3041          	3.048719e-05	2.375406e-06	3.364259e-06
3042          	3.049027e-05	2.368917e-06	3.369510e-06
3043          	3.022484e-05	2.368241e-06	3.366801e-06
3044          	3.052854e-05	2.365312e-06	3.386535e-06
3045          	2.992804e-05	2.366187e-06	3.360503e-06
3046          	2.999910e-05	2.366701e-06	3.343113e-06
3047          	2.978697e-05	2.363899e-06	3.337118e-06
3048          	3.002932e-05	2.364700e-06	3.354358e-06
3049          	3.009035e-05	2.364576e-06	3.349720e-06
3050          	2.983212e-05	2.365233e-06	3.342219e-06
3051          	3.034997e-05	2.363615e-06	3.369607e-06
3052          	3.039356e-05	2.359277e-06	3.350748e-06
3053          	3.064514e-05	2.359988e-06	3.360583e-06
3054          	3.115301e-05	2.357030e-06	3.373357e-06
3055          	3.119150e-05	2.354715e-06	3.374705e-06
3056          	3.112253e-05	2.353911e-06	3.373820e-06
3057          	3.027184e-05	2.355362e-06	3.358857e-06
3058          	3.027289e-05	2.355767e-06	3.337983e-06
3059          	2.991273e-05	2.355331e-06	3.343152e-06
3060          	3.011967e-05	2.356923e-06	3.345539e-06
3061          	3.023142e-05	2.356681e-06	3.334960e-06
3062          	3.023676e-05	2.353994e-06	3.320076e-06
3063          	3.027993e-05	2.354227e-06	3.318397e-06
3064          	3.052568e-05	2.356567e-06	3.332634e-06
3065          	3.075704e-05	2.355039e-06	3.368898e-06
3066          	3.027870e-05	2.351684e-06	3.337313e-06
3067          	3.058637e-05	2.345256e-06	3.342949e-06
3068          	3.153938e-05	2.341859e-06	3.356560e-06
3069          	3.144717e-05	2.342411e-06	3.357333e-06
3070          	3.037330e-05	2.346703e-06	3.341026e-06
3071          	3.066049e-05	2.349263e-06	3.332258e-06
3072          	3.016613e-05	2.351193e-06	3.347888e-06
3073          	3.014768e-05	2.347459e-06	3.340480e-06
3074          	3.018170e-05	2.344224e-06	3.321667e-06
3075          	3.027140e-05	2.341769e-06	3.306385e-06
3076          	3.032495e-05	2.343454e-06	3.306094e-06
3077          	3.069157e-05	2.346624e-06	3.351011e-06
3078          	3.021278e-05	2.342857e-06	3.331660e-06
3079          	3.060043e-05	2.336887e-06	3.340478e-06
3080          	3.145142e-05	2.331650e-06	3.347925e-06
3081          	3.027127e-05	2.335804e-06	3.320869e-06
3082          	3.050947e-05	2.339731e-06	3.308086e-06
3083          	3.002021e-05	2.339290e-06	3.319721e-06
3084          	3.018197e-05	2.340505e-06	3.338479e-06
3085          	3.031700e-05	2.335733e-06	3.318295e-06
3086          	3.082005e-05	2.335317e-06	3.322832e-06
3087          	3.251095e-05	2.333078e-06	3.323669e-06
3088          	3.270503e-05	2.331385e-06	3.334171e-06
3089          	3.132151e-05	2.337663e-06	3.339570e-06
3090          	3.125703e-05	2.337825e-06	3.325587e-06
3091          	3.010971e-05	2.339112e-06	3.332267e-06
3092          	3.054588e-05	2.335907e-06	3.324999e-06
3093          	3.076298e-05	2.335147e-06	3.320549e-06
3094          	3.067575e-05	2.329248e-06	3.285258e-06
3095          	3.027318e-05	2.331142e-06	3.287972e-06
3096          	3.056610e-05	2.327110e-06	3.309855e-06
3097          	2.996787e-05	2.330437e-06	3.312989e-06
3098          	3.003961e-05	2.329098e-06	3.331019e-06
3099          	3.073009e-05	2.324041e-06	3.331765e-06
3100          	3.136050e-05	2.318178e-06	3.322932e-06
3101          	3.113606e-05	2.318377e-06	3.307960e-06
3102          	3.020369e-05	2.319289e-06	3.298763e-06
3103          	3.033625e-05	2.320837e-06	3.293064e-06
3104          	3.007014e-05	2.324611e-06	3.308634e-06
3105          	2.997689e-05	2.326538e-06	3.310662e-06
3106          	3.050384e-05	2.322412e-06	3.302379e-06
3107          	3.223200e-05	2.314475e-06	3.293478e-06
3108          	3.131290e-05	2.314323e-06	3.293815e-06
3109          	3.111594e-05	2.314743e-06	3.302657e-06
3110          	3.049721e-05	2.317848e-06	3.291579e-06
3111          	2.989827e-05	2.319623e-06	3.304909e-06
3112          	3.043298e-05	2.318182e-06	3.318528e-06
3113          	3.074448e-05	2.312266e-06	3.310853e-06
3114          	2.942320e-05	2.310774e-06	3.276967e-06
3115          	2.977012e-05	2.311291e-06	3.270608e-06
3116          	2.975812e-05	2.311365e-06	3.271209e-06
3117          	2.950363e-05	2.317162e-06	3.296615e-06
3118          	2.973741e-05	2.315067e-06	3.287000e-06
3119          	2.967038e-05	2.309018e-06	3.262154e-06
3120          	2.963997e-05	2.306421e-06	3.257360e-06
3121          	2.959663e-05	2.306625e-06	3.261838e-06
3122          	3.004719e-05	2.305540e-06	3.289970e-06
3123          	2.958097e-05	2.305537e-06	3.273617e-06
3124          	2.977990e-05	2.307641e-06	3.275656e-06
3125          	2.933751e-05	2.301767e-06	3.289469e-06
3126          	2.895241e-05	2.298840e-06	3.262612e-06
3127          	2.907826e-05	2.297874e-06	3.276381e-06
3128          	3.001027e-05	2.299289e-06	3.297307e-06
3129          	3.009198e-05	2.298589e-06	3.300753e-06
3130          	3.006218e-05	2.296346e-06	3.288905e-06
3131          	2.907108e-05	2.294832e-06	3.274611e-06
3132          	2.954797e-05	2.293966e-06	3.265909e-06
3133          	2.891072e-05	2.296303e-06	3.265775e-06
3134          	2.886286e-05	2.300366e-06	3.278354e-06
3135          	3.057545e-05	2.295080e-06	3.273706e-06
3136          	3.105683e-05	2.290473e-06	3.280885e-06
3137          	2.963289e-05	2.293216e-06	3.277541e-06
3138          	2.978082e-05	2.293173e-06	3.257232e-06
3139          	2.890746e-05	2.295741e-06	3.265812e-06
3140          	2.909195e-05	2.294208e-06	3.264257e-06
3141          	2.953050e-05	2.292952e-06	3.268391e-06
3142          	3.035528e-05	2.287287e-06	3.270420e-06
3143          	3.086317e-05	2.283356e-06	3.267407e-06
3144          	3.091233e-05	2.282731e-06	3.268549e-06
3145          	3.047354e-05	2.285381e-06	3.262697e-06
3146          	2.952073e-05	2.283730e-06	3.255630e-06
3147          	2.951074e-05	2.281822e-06	3.247621e-06
3148          	2.948656e-05	2.285535e-06	3.251872e-06
3149          	2.935426e-05	2.287975e-06	3.246649e-06
3150          	2.993724e-05	2.285967e-06	3.245451e-06
3151          	3.169130e-05	2.279762e-06	3.244884e-06
3152          	3.041656e-05	2.279914e-06	3.244410e-06
3153          	3.026918e-05	2.279488e-06	3.258856e-06
3154          	2.966182e-05	2.280806e-06	3.244460e-06
3155          	2.913003e-05	2.281072e-06	3.254792e-06
3156          	2.987671e-05	2.277399e-06	3.261196e-06
3157          	2.910207e-05	2.274743e-06	3.227980e-06
3158          	2.900922e-05	2.276064e-06	3.219072e-06
3159          	2.891803e-05	2.275123e-06	3.217887e-06
3160          	2.896638e-05	2.279815e-06	3.244112e-06
3161          	2.946582e-05	2.277909e-06	3.265352e-06
3162          	3.117833e-05	2.270051e-06	3.254525e-06
